TerritoryID,TerritoryNumber,CategoryCode,Category,TerritoryAddressID,ApartmentNumber,Number,Street,Suburb,PostalCode,State,Name,Phone,Type,Status,NotHomeAttempt,Date1,Date2,Date3,Date4,Date5,Language,Latitude,Longitude,Notes,NotesFromPublisher,Process Notes,original_cache_file,moved_timestamp
565020.0,56,,,2854788.0,,3522,W 80th St,Inglewood,90305,CA,,,House,DoNotCall,0.0,,,,,,,,,,,,,
565020.0,56,,,2619039.0,,3444,W 81St St,Inglewood,90305,CA,,,House,Available,0.0,,,,,,,33.9653605,-118.3320388,,,,,
565020.0,56,,,4232590.0,Apt 1,7871,Crenshaw Blvd,Los Angeles,,,,,Apartment,NotHome,1.0,2025/05/01,,,,,,0.0,0.0,,,,,
565020.0,56,,,3040120.0,,3412,W 78th Pl,Los Angeles,90043,CA,,,House,Available,0.0,,,,,,,33.9680234,-118.3312251,,,,,
565020.0,56,,,5721575.0,,3441,W 79th St,Los Angeles,90043,CA,,,House,Available,0.0,,,,,,,33.9673339,-118.3319823,,,,,
801960.0,57,,,1522614.0,,8209 1/2,Crenshaw Dr,Inglewood,90305,CA,,,House,Home,0.0,2025/05/26,,,,,,33.966346,-118.318857,,,,,
801960.0,57,,,5766716.0,,8255 1/2,Crenshaw Dr,Inglewood,90305,CA,,,House,Available,0.0,,,,,,,33.966346,-118.318857,,,,,
801960.0,57,,,8594274.0,,8259 1/2,Crenshaw Dr,Inglewood,90305,CA,,,House,Available,0.0,,,,,,,33.966346,-118.318857,,,,,
801960.0,57,,,1033636.0,,8263 1/2,Crenshaw Dr,Inglewood,90305,CA,,,House,Available,0.0,,,,,,,33.966346,-118.318857,,,,,
801960.0,57,,,8070088.0,,8311 1/2,Crenshaw Dr,Inglewood,90305,CA,,,House,Available,0.0,,,,,,,33.9646049,-118.33091,,locked gate,,,
801960.0,57,,,6656843.0,,8407 1/2,Crenshaw Dr,Inglewood,90305,CA,,,House,NotHome,1.0,2025/05/16,,,,,,33.966346,-118.318857,,,,,
801960.0,57,,,1483448.0,,8409 1/2,Crenshaw Dr,Inglewood,90305,CA,,,House,NotHome,1.0,2025/05/16,,,,,,33.966346,-118.318857,,,,,
801960.0,57,,,2222283.0,,8413 1/2,Crenshaw Dr,Inglewood,90305,CA,,,House,Available,0.0,,,,,,,33.966346,-118.318857,,,,,
801960.0,57,,,1339912.0,,8417 1/2,Crenshaw Dr,Inglewood,90305,CA,,,House,Available,0.0,,,,,,,33.966346,-118.318857,,,,,
801960.0,57,,,2027286.0,,8421 1/2,Crenshaw Dr,Inglewood,90305,CA,,,House,NotHome,1.0,2025/05/16,,,,,,33.966346,-118.318857,,,,,
801960.0,57,,,5910457.0,Unit,3404 1/2,W 83rd St,Inglewood,90305,CA,,,Apartment,Home,0.0,2025/05/02,,,,,,33.966346,-118.318857,,,,,
801960.0,57,,,8685725.0,,3433,W 83rd St,Inglewood,90305,CA,,,House,Available,0.0,,,,,,,33.9628045,-118.331839,,,,,
801960.0,57,,,6789559.0,,3528,W 85th St,Inglewood,90305,CA,,,House,Available,0.0,,,,,,,33.9607918,-118.3338426,,,,,
801960.0,57,,,1829424.0,,3540,W 85th St,Inglewood,90305,CA,,,House,Available,0.0,,,,,,,33.9607927,-118.334034,,,,,
801960.0,57,,,1317033.0,,8540,West Blvd,Inglewood,90305,CA,,,House,Available,0.0,,,,,,,33.9605187,-118.3350154,,,,,
989214.0,58,,,7035607.0,,33733,W 83rd St,Inglewood,90305,CA,,,House,Available,0.0,,,,,,,33.9627701,-118.3307785,,,,,
989214.0,58,,,4238776.0,,3225,W 84th Pl,Inglewood,90305,CA,,,House,Available,0.0,,,,,,,33.9618285,-118.3280065,,,,,
989214.0,58,,,2113822.0,,3300,W 84th St,Inglewood,90305,CA,,,House,Available,0.0,,,,,,,33.962753,-118.329018,,,,,
989214.0,58,,,7078058.0,,3300,W 85th St,Inglewood,90305,CA,,,House,Available,0.0,,,,,,,33.960811,-118.328879,,,,,
989214.0,58,,,4528135.0,,3233,W Manchester Blvd,Inglewood,90305,CA,,,House,Available,0.0,,,,,,,33.960139,-118.3265147,,,,,
786471.0,59,,,5228845.0,Unit,6717 1/2,10th Ave,Los Angeles,90043,CA,,,Apartment,Available,0.0,,,,,,,33.9776527,-118.328044,,,,,
786471.0,59,,,8904057.0,Unit,6717 1/4,10th Ave,Los Angeles,90043,CA,,,Apartment,Available,0.0,,,,,,,33.9776527,-118.328044,,,,,
786471.0,59,,,1739345.0,Unit 3/4,6717 3/4,10th Ave,Los Angeles,90043,CA,,,Apartment,Available,0.0,,,,,,,33.9776527,-118.328044,,,,,
786471.0,59,,,2437430.0,Unit,6805 1/2,10th Ave,Los Angeles,90043,CA,,,Apartment,Available,0.0,,,,,,,34.003685,-118.319268,,,,,
786471.0,59,,,3523856.0,Unit,6805 1/4,10th Ave,Los Angeles,90043,CA,,,Apartment,Available,0.0,,,,,,,34.003676,-118.321384,,,,,
786471.0,59,,,1512788.0,,6809,10th Ave,Los Angeles,90043,CA,,,House,Available,0.0,,,,,,,33.9767193,-118.3280496,,,,,
786471.0,59,,,4346434.0,,6815,10th Ave,Los Angeles,90043,CA,,,House,Available,0.0,,,,,,,33.9766832,-118.3280498,,,,,
786471.0,59,,,2400703.0,Unit,6901 1/2,10th Ave,Los Angeles,90043,CA,,,Apartment,Available,0.0,,,,,,,33.976228,-118.3280528,,,,,
786471.0,59,,,6931117.0,Unit,6901 1/4,10th Ave,Los Angeles,90043,CA,,,Apartment,Available,0.0,,,,,,,33.976228,-118.3280528,,,,,
786471.0,59,,,1068198.0,,6905 1/2,10th Ave,Los Angeles,90043,CA,,,House,NotHome,1.0,2025/05/26,,,,,,34.003685,-118.319268,,,,,
786471.0,59,,,2029553.0,,7133,10th Ave,Los Angeles,90043,CA,,,House,Available,0.0,,,,,,,33.9752714,-118.3280586,,,,,
786471.0,59,,,1373525.0,,6719,11th Ave,Los Angeles,90043,CA,,,House,Available,0.0,,,,,,,33.9959403,-118.3294089,,,,,
786471.0,59,,,8566781.0,,6720,11th Ave,Los Angeles,90043,CA,,,House,Available,0.0,,,,,,,34.0053225,-118.3296131,,,,,
786471.0,59,,,8433048.0,,6723,11th Ave,Los Angeles,90043,CA,,,House,Available,0.0,,,,,,,33.9801472,-118.3293982,,,,,
786471.0,59,,,4259941.0,,6728,11th Ave,Los Angeles,90043,CA,,,House,Available,0.0,,,,,,,34.0053225,-118.3296131,,,,,
